locus_tag	old_locus_tag	protein_id	GOfun	GOpro	GOfun_evidence	GOpro_evidence	product
AEP_RS11015	AEP_02208	WP_087495425.1	none	none	none	none	glycine zipper 2TM domain-containing protein
AEP_RS11025	AEP_02210	WP_087495426.1	GO:0009055;GO:0020037	none	IEA;IEA	none	c-type cytochrome
AEP_RS11030	AEP_02211	WP_087495427.1	none	none	none	none	DUF2946 family protein
AEP_RS11035	AEP_02212	WP_087497291.1	none	none	none	none	alpha/beta fold hydrolase
AEP_RS11040	AEP_02213	WP_087495428.1	none	none	none	none	nuclear transport factor 2 family protein
AEP_RS11045	AEP_02214	WP_087495429.1	none	none	none	none	LemA family protein
AEP_RS11050	AEP_02215	WP_232459810.1	none	none	none	none	TPM domain-containing protein
AEP_RS11055	AEP_02216	WP_087495431.1	none	none	none	none	TPM domain-containing protein
AEP_RS11060	AEP_02217	WP_087495432.1	GO:0046933	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit epsilon
AEP_RS11065	AEP_02218	WP_198301810.1	GO:0046933	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit beta
AEP_RS11070	AEP_02219	WP_087495434.1	GO:0046933	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit gamma
AEP_RS11075	AEP_02220	WP_087495435.1	GO:0046933	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit alpha
AEP_RS11080	AEP_02221	WP_087495436.1	GO:0046933	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit delta
AEP_RS11085	AEP_02222	WP_087495437.1	GO:0015078	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit B
AEP_RS11090	AEP_02223	WP_019429175.1	GO:0015078	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit C
AEP_RS11095	AEP_02224	WP_087495438.1	GO:0015078	GO:0015986	IEA	IEA	F0F1 ATP synthase subunit A
AEP_RS11100	AEP_02225	WP_087495439.1	none	none	none	none	ATP synthase subunit I
AEP_RS11105	AEP_02226	WP_087495440.1	none	none	none	none	DUF493 family protein
AEP_RS11110	AEP_02227	WP_232460006.1	GO:0016979	GO:0009107	IEA	IEA	lipoyl(octanoyl) transferase LipB
AEP_RS11115	AEP_02228	WP_087495442.1	GO:0016992;GO:0051539;GO:1904047	GO:0009107	IEA;IEA;IEA	IEA	lipoyl synthase
AEP_RS20710	AEP_02229	WP_157673138.1	none	none	none	none	hypothetical protein
AEP_RS11130	AEP_02230	WP_157673139.1	GO:0003677	none	IEA	none	HigA family addiction module antitoxin
AEP_RS11135	AEP_02231	WP_087495446.1	none	none	none	none	HAD domain-containing protein
AEP_RS11140	AEP_02232	WP_157673140.1	none	none	none	none	hypothetical protein
AEP_RS20715	AEP_02233	WP_157673141.1	none	none	none	none	hypothetical protein
AEP_RS11145	AEP_02234	WP_087495448.1	GO:0005524	none	IEA	none	IS21-like element helper ATPase IstB
AEP_RS11150	AEP_02235	none	none	none	none	none	IS21 family transposase
AEP_RS11155	AEP_02237	WP_087497292.1	GO:0004803	none	IEA	none	IS3 family transposase
AEP_RS11160	AEP_02238	WP_198301812.1	none	none	none	none	IclR family transcriptional regulator
AEP_RS11165	AEP_02240	WP_087495450.1	GO:0004803	none	IEA	none	IS3 family transposase
AEP_RS11170	AEP_02241	WP_198301813.1	none	none	none	none	EAL domain-containing protein
AEP_RS11175	AEP_02242	WP_257789666.1	none	none	none	none	hypothetical protein
AEP_RS20720	AEP_02243	WP_157673142.1	none	none	none	none	hypothetical protein
AEP_RS11180	AEP_02244	WP_087495453.1	none	none	none	none	hypothetical protein
AEP_RS11185	AEP_02245	WP_087495454.1	none	none	none	none	hypothetical protein
AEP_RS11190	AEP_02246	WP_087495455.1	none	none	none	none	hypothetical protein
AEP_RS11195	AEP_02247	WP_087495456.1	none	none	none	none	hypothetical protein
AEP_RS11200	AEP_02248	WP_157673143.1	none	none	none	none	hypothetical protein
AEP_RS11205	AEP_02249	WP_232459811.1	none	none	none	none	GNAT family N-acetyltransferase
AEP_RS11210	AEP_02250	WP_157673144.1	none	none	none	none	DUF4902 domain-containing protein
AEP_RS11215	AEP_02251	WP_087495460.1	none	none	none	none	autoinducer binding domain-containing protein
AEP_RS11220	none	WP_087495461.1	none	none	none	none	hypothetical protein
AEP_RS11225	AEP_02252	WP_157673145.1	none	none	none	none	(2Fe-2S)-binding protein
AEP_RS11230	AEP_02253	WP_232459812.1	none	none	none	none	ferritin
AEP_RS11235	AEP_02254	WP_087495462.1	none	none	none	none	cyclopropane-fatty-acyl-phospholipid synthase family protein
AEP_RS11240	AEP_02255	WP_157673146.1	none	none	none	none	thioesterase
AEP_RS11245	AEP_02256	WP_087495464.1	none	none	none	none	phosphopantetheine-binding protein
AEP_RS11250	AEP_02257	WP_087495465.1	none	none	none	none	alpha/beta hydrolase
AEP_RS11255	AEP_02258	WP_232460007.1	none	GO:0006629	none	IEA	fatty acid desaturase
AEP_RS11260	AEP_02259	WP_157673147.1	none	none	none	none	phenylacetate--CoA ligase family protein
AEP_RS11265	AEP_02260	WP_087495468.1	none	none	none	none	patatin-like phospholipase family protein
AEP_RS21070	none	WP_232459813.1	none	none	none	none	hypothetical protein
AEP_RS11275	AEP_02262	WP_087495470.1	none	none	none	none	TniB family NTP-binding protein
AEP_RS11280	AEP_02263	WP_087495471.1	none	GO:0015074	none	IEA	DDE-type integrase/transposase/recombinase
AEP_RS11285	AEP_02264	WP_087495472.1	none	none	none	none	TnsA endonuclease N-terminal domain-containing protein
AEP_RS11290	AEP_02265	WP_087495473.1	none	none	none	none	hypothetical protein
AEP_RS11295	AEP_02266	WP_087495474.1	GO:0047834	none	IEA	none	L-glyceraldehyde 3-phosphate reductase
AEP_RS11300	AEP_02267	WP_087495475.1	none	none	none	none	DMT family transporter
AEP_RS11305	AEP_02268	WP_087495476.1	GO:0008965	GO:0006808;GO:0009401	IEA	IEA;IEA	phosphoenolpyruvate--protein phosphotransferase
AEP_RS11310	AEP_02269	WP_087495477.1	none	none	none	none	HPr family phosphocarrier protein
AEP_RS11315	AEP_02270	WP_087495478.1	none	none	none	none	PTS fructose transporter subunit IIA
AEP_RS11320	AEP_02271	WP_087495479.1	none	none	none	none	MFS transporter
AEP_RS11325	AEP_02272	WP_157673149.1	none	none	none	none	hypothetical protein
AEP_RS11330	AEP_02273	WP_087495481.1	none	none	none	none	DUF4197 domain-containing protein
AEP_RS11335	AEP_02274	WP_087495482.1	none	none	none	none	TlpA family protein disulfide reductase
AEP_RS11340	AEP_02275	WP_087495483.1	none	none	none	none	GNAT family N-acetyltransferase
AEP_RS11345	AEP_02276	WP_087495484.1	none	none	none	none	peroxiredoxin
AEP_RS11350	AEP_02277	WP_087495485.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S17
AEP_RS11355	AEP_02278	WP_087495486.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L29
AEP_RS11360	AEP_02279	WP_087495487.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L16
AEP_RS11365	AEP_02280	WP_087495488.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S3
AEP_RS11370	AEP_02281	WP_075585605.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L22
AEP_RS11375	AEP_02282	WP_087495489.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S19
AEP_RS11380	AEP_02283	WP_087495490.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L2
AEP_RS11385	AEP_02284	WP_087495491.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L23
AEP_RS11390	AEP_02285	WP_087495492.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L4
AEP_RS11395	AEP_02286	WP_087495493.1	GO:0003735	GO:0006412	IEA	IEA	50S ribosomal protein L3
AEP_RS11400	AEP_02287	WP_068674876.1	GO:0003723;GO:0003735	GO:0006412	IEA;IEA	IEA	30S ribosomal protein S10
AEP_RS11405	AEP_02288	WP_087495292.1	GO:0003746	GO:0006414	IEA	IEA	elongation factor Tu
AEP_RS11410	AEP_02289	WP_087497295.1	GO:0003746	GO:0006414	IEA	IEA	elongation factor G
AEP_RS11415	AEP_02290	WP_087495494.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S7
AEP_RS11420	AEP_02291	WP_011466063.1	GO:0003735	GO:0006412	IEA	IEA	30S ribosomal protein S12
AEP_RS11425	AEP_02292	WP_087495495.1	none	none	none	none	D-alanyl-D-alanine carboxypeptidase
AEP_RS11430	AEP_02293	WP_087495496.1	none	none	none	none	alpha/beta fold hydrolase
AEP_RS11435	AEP_02294	WP_087495497.1	none	none	none	none	2Fe-2S ferredoxin
AEP_RS11440	AEP_02295	WP_087495498.1	none	none	none	none	VanZ family protein
AEP_RS11445	AEP_02296	WP_087495499.1	none	none	none	none	CopD family protein
AEP_RS11455	AEP_02297	WP_087493664.1	GO:0003964	GO:0000373	IEA	IEA	group II intron reverse transcriptase/maturase
AEP_RS11460	AEP_02298	WP_087497296.1	GO:0003824;GO:0004655;GO:0046872	GO:0033014	IEA;IEA;IEA	IEA	porphobilinogen synthase
AEP_RS11465	AEP_02299	WP_087495500.1	none	none	none	none	magnesium transporter CorA family protein
AEP_RS11470	AEP_02300	WP_087495501.1	none	none	none	none	dienelactone hydrolase family protein
AEP_RS11475	AEP_02301	WP_232460008.1	none	none	none	none	tripartite tricarboxylate transporter substrate-binding protein
AEP_RS11480	AEP_02302	WP_087495503.1	none	none	none	none	SDR family oxidoreductase
AEP_RS11485	AEP_02303	WP_087495504.1	none	none	none	none	amidohydrolase family protein
AEP_RS11490	AEP_02304	WP_087495505.1	none	none	none	none	NAAT family transporter
AEP_RS11495	AEP_02305	WP_087495506.1	none	none	none	none	LON peptidase substrate-binding domain-containing protein
AEP_RS11500	AEP_02306	WP_087495507.1	none	none	none	none	ABC-type transport auxiliary lipoprotein family protein
AEP_RS11505	AEP_02307	WP_087495508.1	none	none	none	none	MlaD family protein
AEP_RS11510	AEP_02308	WP_087495509.1	GO:0005524	none	IEA	none	ATP-binding cassette domain-containing protein
AEP_RS11515	AEP_02309	WP_087495510.1	none	none	none	none	ABC transporter permease
AEP_RS11520	AEP_02310	WP_087495511.1	none	none	none	none	enoyl-CoA hydratase/isomerase family protein
AEP_RS11525	AEP_02311	WP_087497297.1	none	none	none	none	putative Na+/H+ antiporter
AEP_RS11530	AEP_02312	WP_087495512.1	GO:0016614;GO:0050660	none	IEA;IEA	none	GMC family oxidoreductase N-terminal domain-containing protein
AEP_RS11535	AEP_02313	WP_087495513.1	none	none	none	none	TSUP family transporter
AEP_RS11540	AEP_02314	WP_087495514.1	GO:0003824	GO:0009252	IEA	IEA	penicillin-binding protein 2
AEP_RS11545	AEP_02315	WP_087495515.1	GO:0003674	GO:0008360	IEA	IEA	rod shape-determining protein MreD
AEP_RS11550	AEP_02316	WP_087495516.1	none	GO:0008360	none	IEA	rod shape-determining protein MreC
AEP_RS11555	AEP_02317	WP_087495517.1	none	none	none	none	rod shape-determining protein
AEP_RS11560	AEP_02318	WP_087495518.1	GO:0050567	GO:0006424	IEA	IEA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC
AEP_RS11565	AEP_02319	WP_087495519.1	GO:0050567	GO:0006424	IEA	IEA	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA
AEP_RS11570	AEP_02320	WP_087495520.1	GO:0016884	none	IEA	none	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
AEP_RS11575	AEP_02321	WP_157673150.1	none	none	none	none	DUF4124 domain-containing protein
AEP_RS11580	AEP_02322	WP_087495521.1	GO:0004588	GO:0009220	IEA	IEA	orotate phosphoribosyltransferase
AEP_RS11585	AEP_02323	WP_087497299.1	none	none	none	none	exodeoxyribonuclease III
AEP_RS11590	AEP_02324	WP_087495522.1	none	none	none	none	M48 family metallopeptidase
AEP_RS11595	AEP_02325	WP_087495523.1	none	none	none	none	AmpG family muropeptide MFS transporter
AEP_RS11600	AEP_02326	WP_087495524.1	none	none	none	none	response regulator transcription factor
AEP_RS11605	AEP_02327	WP_087495525.1	none	none	none	none	ATP-binding protein
AEP_RS11610	AEP_02328	WP_087495526.1	none	none	none	none	ROK family transcriptional regulator
AEP_RS11615	AEP_02329	WP_087495527.1	none	none	none	none	RbsD or FucU transport
AEP_RS11620	AEP_02330	WP_087495528.1	GO:0005524	none	IEA	none	ATP-binding cassette domain-containing protein
AEP_RS11625	AEP_02331	WP_087495529.1	none	none	none	none	ABC transporter permease
AEP_RS11630	AEP_02332	WP_087495530.1	none	none	none	none	substrate-binding domain-containing protein
AEP_RS11635	AEP_02333	WP_087495531.1	GO:0005524;GO:0016301	none	IEA;IEA	none	nucleoside/nucleotide kinase family protein
AEP_RS11640	AEP_02334	WP_087495532.1	GO:0008920	GO:0009244	IEA	IEA	lipopolysaccharide heptosyltransferase II
AEP_RS11645	AEP_02335	WP_087495533.1	none	none	none	none	zinc-finger domain-containing protein
AEP_RS11650	AEP_02336	WP_087495534.1	GO:0004084	GO:0009081	IEA	IEA	branched-chain amino acid transaminase
AEP_RS11655	AEP_02337	WP_087495535.1	none	none	none	none	glycerate kinase
AEP_RS11660	AEP_02338	WP_087495536.1	none	none	none	none	ATP-binding protein
AEP_RS11665	AEP_02339	WP_087495537.1	none	none	none	none	response regulator transcription factor
AEP_RS11670	AEP_02340	WP_087495538.1	GO:0009055	none	IEA	none	cytochrome b/b6 domain-containing protein
AEP_RS11675	AEP_02341	WP_232459815.1	none	none	none	none	diheme cytochrome c
AEP_RS11680	AEP_02342	WP_087497301.1	none	none	none	none	DUF1924 domain-containing protein
AEP_RS11685	AEP_02343	WP_087495539.1	none	none	none	none	hypothetical protein
AEP_RS11690	AEP_02344	WP_087497302.1	GO:0005524	GO:0006281	IEA	IEA	DNA repair protein RadA
AEP_RS11695	AEP_02345	WP_232459816.1	none	none	none	none	cation-translocating P-type ATPase
AEP_RS11700	AEP_02346	WP_087495541.1	none	none	none	none	hypothetical protein
AEP_RS11705	AEP_02347	WP_087495542.1	GO:0008784	GO:0009252	IEA	IEA	alanine racemase
AEP_RS11710	AEP_02348	WP_087495543.1	GO:0022857	GO:0055085	IEA	IEA	lysophospholipid transporter LplT
AEP_RS11715	AEP_02349	WP_087495544.1	none	none	none	none	GGDEF domain-containing protein
AEP_RS11720	AEP_02350	WP_087495545.1	none	none	none	none	glutathione peroxidase
AEP_RS11725	AEP_02351	WP_087495546.1	GO:0051536	none	IEA	none	glycolate oxidase subunit GlcF
AEP_RS11730	AEP_02352	WP_087495547.1	GO:0016491;GO:0071949	none	IEA;IEA	none	glycolate oxidase subunit GlcE
AEP_RS11735	AEP_02353	WP_087495548.1	none	none	none	none	SMP-30/gluconolactonase/LRE family protein
AEP_RS11740	AEP_02354	WP_157673151.1	none	none	none	none	aldose 1-epimerase
AEP_RS11745	AEP_02355	WP_087495550.1	GO:0008519	GO:0072488	IEA	IEA	ammonium transporter
AEP_RS11750	AEP_02356	WP_087495551.1	GO:0030234	GO:0006808	IEA	IEA	P-II family nitrogen regulator
AEP_RS11755	AEP_02357	WP_087495552.1	GO:0005524	none	IEA	none	YifB family Mg chelatase-like AAA ATPase
AEP_RS11760	AEP_02358	WP_087495553.1	none	none	none	none	tetratricopeptide repeat protein
AEP_RS11765	AEP_02359	WP_087495554.1	none	none	none	none	AAA family ATPase
AEP_RS11770	AEP_02360	WP_198301814.1	none	GO:0009297	none	IEA	pilus (MSHA type) biogenesis protein MshL
AEP_RS11775	AEP_02361	WP_087495555.1	none	none	none	none	hypothetical protein
AEP_RS11780	AEP_02362	WP_087495556.1	none	none	none	none	hypothetical protein
AEP_RS11785	AEP_02363	WP_087495557.1	none	none	none	none	PilN domain-containing protein
AEP_RS11790	AEP_02364	WP_087495558.1	none	none	none	none	hypothetical protein
AEP_RS11795	AEP_02365	WP_087495559.1	none	none	none	none	hypothetical protein
AEP_RS11800	AEP_02366	WP_087495560.1	none	none	none	none	hypothetical protein
AEP_RS11805	AEP_02367	WP_087495561.1	none	none	none	none	type II secretion system GspH family protein
AEP_RS11810	AEP_02368	WP_087495562.1	none	none	none	none	type II secretion system GspH family protein
AEP_RS21220	none	none	none	none	none	none	prepilin-type N-terminal cleavage/methylation domain-containing protein
AEP_RS11820	AEP_02370	WP_157673153.1	none	none	none	none	O-antigen ligase family protein
AEP_RS21080	none	none	none	none	none	none	prepilin-type N-terminal cleavage/methylation domain-containing protein
AEP_RS11830	AEP_02372	WP_157673154.1	none	none	none	none	hypothetical protein
AEP_RS11835	AEP_02373	WP_087495567.1	none	none	none	none	type II secretion system F family protein
AEP_RS11840	AEP_02374	WP_232459817.1	none	none	none	none	GspE/PulE family protein
AEP_RS11845	AEP_02375	WP_087495568.1	none	none	none	none	glycine zipper 2TM domain-containing protein
AEP_RS11850	AEP_02376	WP_087495569.1	none	none	none	none	hypothetical protein
AEP_RS11855	AEP_02377	WP_087495570.1	GO:0008270;GO:0008705	GO:0009086	IEA;IEA	IEA	methionine synthase
AEP_RS11860	AEP_02378	WP_087495571.1	none	none	none	none	Gfo/Idh/MocA family oxidoreductase
AEP_RS11865	AEP_02379	WP_087495572.1	none	none	none	none	hypothetical protein
AEP_RS11870	AEP_02380	WP_087497305.1	none	none	none	none	homocysteine S-methyltransferase family protein
AEP_RS11875	AEP_02381	WP_087495573.1	GO:0003678	GO:0006310	IEA	IEA	DNA helicase RecQ
AEP_RS11880	AEP_02382	WP_087495574.1	none	none	none	none	hypothetical protein
AEP_RS11885	AEP_02383	WP_087495575.1	GO:0005524;GO:0016887	none	IEA;IEA	none	AAA family ATPase
AEP_RS20875	AEP_02384	WP_198301815.1	none	none	none	none	hypothetical protein
AEP_RS11890	AEP_02385	WP_087497306.1	none	none	none	none	glutathione peroxidase
AEP_RS11895	AEP_02386	WP_087495576.1	GO:0004611;GO:0005525;GO:0017076	GO:0006094	IEA;IEA;IEA	IEA	phosphoenolpyruvate carboxykinase (GTP)
AEP_RS11900	AEP_02387	WP_157673155.1	none	none	none	none	hypothetical protein
AEP_RS11905	AEP_02388	WP_087495578.1	none	none	none	none	LysR family transcriptional regulator
AEP_RS11910	AEP_02389	WP_087495579.1	GO:0016787	none	IEA	none	metallophosphoesterase
AEP_RS11915	AEP_02390	WP_087495580.1	GO:0003910;GO:0005524	GO:0006281;GO:0006310	IEA;IEA	IEA;IEA	DNA ligase
AEP_RS11920	AEP_02391	WP_087495581.1	none	none	none	none	universal stress protein
AEP_RS11925	AEP_02392	WP_087495582.1	none	none	none	none	NAD(P)-dependent oxidoreductase
AEP_RS11930	AEP_02393	WP_087495583.1	none	none	none	none	aldo/keto reductase
AEP_RS11935	AEP_02394	WP_087495584.1	GO:0022857	GO:0055085	IEA	IEA	sugar ABC transporter permease YjfF
AEP_RS11940	AEP_02395	WP_087495585.1	none	none	none	none	ABC transporter permease
AEP_RS11945	AEP_02396	WP_087495586.1	none	none	none	none	sugar ABC transporter ATP-binding protein
AEP_RS11950	AEP_02397	WP_087495587.1	none	none	none	none	ABC transporter substrate-binding protein
AEP_RS11955	AEP_02398	WP_087495588.1	none	none	none	none	aldose 1-epimerase
AEP_RS11960	AEP_02399	WP_232459818.1	none	none	none	none	TetR/AcrR family transcriptional regulator
AEP_RS11965	AEP_02400	WP_087495589.1	none	none	none	none	LysR family transcriptional regulator ArgP
AEP_RS11970	AEP_02401	WP_087497308.1	GO:0008718	GO:0019478	IEA	IEA	D-amino acid dehydrogenase
AEP_RS11975	AEP_02402	WP_087495590.1	none	none	none	none	LysR family transcriptional regulator
AEP_RS11980	AEP_02403	WP_087497309.1	none	none	none	none	aspartate aminotransferase family protein
AEP_RS11985	AEP_02404	WP_087495591.1	none	none	none	none	CoA-acylating methylmalonate-semialdehyde dehydrogenase
AEP_RS20725	AEP_02405	WP_157673156.1	none	none	none	none	hypothetical protein
AEP_RS11990	AEP_02406	WP_087495592.1	none	none	none	none	LLM class flavin-dependent oxidoreductase
AEP_RS11995	AEP_02407	WP_087497310.1	none	none	none	none	pirin family protein
AEP_RS12000	AEP_02408	WP_157673157.1	none	none	none	none	GGDEF domain-containing protein
AEP_RS12005	AEP_02409	WP_087495594.1	GO:0005524	none	IEA	none	ATP-binding cassette domain-containing protein
AEP_RS12010	AEP_02410	WP_087495595.1	none	GO:0000160	none	IEA	response regulator
AEP_RS12015	AEP_02411	WP_087495596.1	none	none	none	none	PhnD/SsuA/transferrin family substrate-binding protein
AEP_RS12020	AEP_02412	WP_087495597.1	none	none	none	none	CoA transferase
AEP_RS12025	AEP_02413	WP_087495598.1	GO:0008422	GO:0030245	IEA	IEA	GH1 family beta-glucosidase
AEP_RS12030	AEP_02414	WP_087495599.1	none	none	none	none	substrate-binding domain-containing protein
AEP_RS12035	AEP_02415	WP_087495600.1	none	none	none	none	acyl-CoA dehydrogenase
AEP_RS12040	AEP_02416	WP_087497311.1	GO:0016491	none	IEA	none	NAD(P)/FAD-dependent oxidoreductase
AEP_RS12045	AEP_02417	WP_198301816.1	none	none	none	none	carbon-nitrogen hydrolase family protein
AEP_RS12050	AEP_02418	WP_087495601.1	none	none	none	none	LysR substrate-binding domain-containing protein
AEP_RS12055	AEP_02419	WP_087495602.1	none	none	none	none	hypothetical protein
AEP_RS12060	AEP_02420	WP_087495603.1	none	none	none	none	NAD(P)-dependent oxidoreductase
AEP_RS12065	AEP_02421	WP_087495604.1	GO:0017113	GO:0006210;GO:0006212	IEA	IEA;IEA	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
AEP_RS12070	AEP_02422	WP_087495605.1	GO:0004157	GO:0008152	IEA	IEA	dihydropyrimidinase
