GID	SYMBOL	GENENAME
AEP_02472	WP_087495648.1	transcriptional activator NhaR
AEP_02473	WP_087495649.1	hypothetical protein
AEP_02474	WP_087495650.1	MipA/OmpV family protein
AEP_02475	WP_087495651.1	sulfate ABC transporter substrate-binding protein
AEP_02476	WP_087495652.1	sulfate ABC transporter permease subunit CysT
AEP_02477	WP_198301820.1	sulfate ABC transporter permease subunit CysW
AEP_02478	WP_087495654.1	sulfate ABC transporter ATP-binding protein
AEP_02479	WP_087495655.1	NAD(P)-binding domain-containing protein
AEP_02480	WP_087495656.1	pirin family protein
AEP_02481	WP_087495657.1	LysR family transcriptional regulator
AEP_02482	WP_087495658.1	TetR/AcrR family transcriptional regulator
AEP_02483	WP_087495659.1	ABC transporter substrate-binding protein
AEP_02484	WP_087495660.1	ABC transporter permease
AEP_02485	WP_087495661.1	ABC transporter permease
AEP_02486	WP_087495662.1	ABC transporter ATP-binding protein
AEP_02487	WP_087495663.1	response regulator
AEP_02488	WP_157673160.1	ATP-binding protein
AEP_02489	WP_087497320.1	TRAP transporter substrate-binding protein
AEP_02490	WP_087495665.1	tripartite tricarboxylate transporter TctB family protein
AEP_02491	WP_087494622.1	tripartite tricarboxylate transporter permease
AEP_02492	WP_087495666.1	ABC transporter substrate-binding protein
AEP_02494	WP_087495668.1	hypothetical protein
AEP_02495	WP_087495669.1	hotdog fold thioesterase
AEP_02496	WP_087495670.1	GGDEF domain-containing protein
AEP_02497	WP_087495671.1	hypothetical protein
AEP_02498	WP_087495672.1	hypothetical protein
AEP_02499	WP_087495673.1	cob(I)yrinic acid a,c-diamide adenosyltransferase
AEP_02500	WP_087495674.1	FAD-binding protein
AEP_02501	WP_198301821.1	transporter substrate-binding domain-containing protein
AEP_02502	WP_198301822.1	amino acid ABC transporter permease
AEP_02503	WP_232459821.1	LemA family protein
AEP_02504	WP_157673161.1	hypothetical protein
AEP_02505	WP_087495678.1	ImpA family metalloprotease
AEP_02506	WP_087497322.1	HD domain-containing protein
AEP_02507	WP_157673162.1	class I SAM-dependent methyltransferase
AEP_02508	WP_087495679.1	ParB/RepB/Spo0J family partition protein
AEP_02509	WP_087495680.1	alpha/beta fold hydrolase
AEP_02510	WP_087495681.1	ParA family protein
AEP_02511	WP_087495682.1	LysE family translocator
AEP_02512	WP_087495683.1	16S rRNA (guanine(527)-N(7))-methyltransferase RsmG
AEP_02513	WP_087495684.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG
AEP_02514	WP_232459822.1	Crp/Fnr family transcriptional regulator
AEP_02515	WP_087495685.1	class II aldolase/adducin family protein
AEP_02516	WP_087495686.1	choline dehydrogenase
AEP_02517	WP_087495687.1	glutathione transferase GstA
AEP_02518	WP_087495688.1	hypothetical protein
AEP_02519	WP_087495689.1	hypothetical protein
AEP_02520	WP_232459823.1	YbfB/YjiJ family MFS transporter
AEP_02521	WP_087495690.1	methyl-accepting chemotaxis protein
AEP_02522	WP_198301962.1	YnfA family protein
AEP_02523	WP_087495691.1	heavy metal translocating P-type ATPase
AEP_02524	WP_232459824.1	GNAT family N-acetyltransferase
AEP_02525	WP_087495692.1	cation transporter
AEP_02526	WP_087495693.1	Cu(I)-responsive transcriptional regulator
AEP_02527	WP_087495694.1	two-component system response regulator CreB
AEP_02528	WP_087495695.1	two-component system sensor histidine kinase CreC
AEP_02530	WP_087497327.1	VIT and VWA domain-containing protein
AEP_02531	WP_087495697.1	exosortase Q
AEP_02532	WP_087495698.1	hypothetical protein
AEP_02533	WP_087495699.1	transglycosylase domain-containing protein
AEP_02534	WP_087495700.1	Crp/Fnr family transcriptional regulator
AEP_02535	WP_087495701.1	DUF2892 domain-containing protein
AEP_02536	WP_087495702.1	DUF2892 domain-containing protein
AEP_02537	WP_087497328.1	ABC transporter ATP-binding protein
AEP_02538	WP_087495703.1	extracellular solute-binding protein
AEP_02539	WP_087495704.1	ABC transporter permease
AEP_02540	WP_087495705.1	ABC transporter permease
AEP_02541	WP_087495706.1	GntR family transcriptional regulator
AEP_02542	WP_087495707.1	aspartate/glutamate racemase family protein
none	WP_087495708.1	hypothetical protein
AEP_02544	WP_087495709.1	dienelactone hydrolase family protein
AEP_02545	WP_087495710.1	recombination-associated protein RdgC
AEP_02546	WP_087495711.1	Spy/CpxP family protein refolding chaperone
AEP_02547	WP_087495712.1	DUF2189 domain-containing protein
AEP_02548	WP_198301823.1	DUF2788 domain-containing protein
AEP_02549	WP_087495714.1	GGDEF domain-containing protein
AEP_02550	WP_087495715.1	septum site-determining protein MinC
AEP_02551	WP_087495716.1	septum site-determining protein MinD
AEP_02552	WP_087495717.1	cell division topological specificity factor MinE
AEP_02553	WP_087495718.1	NRDE family protein
AEP_02554	WP_087495719.1	Lrp/AsnC family transcriptional regulator
AEP_02555	WP_087495720.1	pyridoxamine 5'-phosphate oxidase family protein
AEP_02556	WP_087495721.1	amidotransferase
AEP_02557	WP_087495722.1	translation initiation factor IF-1
AEP_02558	none	methyl-accepting chemotaxis protein
AEP_02559	WP_087495724.1	dihydroxy-acid dehydratase
AEP_02560	WP_087495725.1	SDR family oxidoreductase
AEP_02561	WP_087495726.1	LysR family transcriptional regulator
AEP_02562	WP_232460010.1	sugar ABC transporter substrate-binding protein
AEP_02563	WP_087495728.1	sugar ABC transporter ATP-binding protein
AEP_02564	WP_087495729.1	sugar ABC transporter permease
AEP_02565	WP_087495730.1	dihydrodipicolinate synthase family protein
AEP_02566	WP_087495731.1	Gfo/Idh/MocA family oxidoreductase
AEP_02567	WP_087495732.1	aldehyde dehydrogenase family protein
AEP_02568	WP_087495733.1	sugar ABC transporter substrate-binding protein
AEP_02569	WP_087493664.1	group II intron reverse transcriptase/maturase
AEP_02570	WP_087493664.1	group II intron reverse transcriptase/maturase
AEP_02571	WP_087495734.1	TIGR00266 family protein
AEP_02572	WP_087495735.1	M48 family metallopeptidase
AEP_02573	WP_087495736.1	hypothetical protein
AEP_02574	WP_087495737.1	FliA/WhiG family RNA polymerase sigma factor
AEP_02575	WP_087495738.1	cyanase
AEP_02576	WP_087495739.1	3-deoxy-7-phosphoheptulonate synthase
AEP_02577	WP_087495740.1	hypothetical protein
AEP_02578	WP_087495741.1	HNH endonuclease
AEP_02580	WP_087495743.1	DNA-deoxyinosine glycosylase
AEP_02581	WP_087495744.1	rhodanese-like domain-containing protein
AEP_02582	WP_087495745.1	TMEM175 family protein
AEP_02583	WP_087495746.1	alpha-galactosidase
AEP_02584	WP_087495747.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
AEP_02585	WP_087495748.1	glycoside hydrolase family 2 protein
AEP_02586	WP_087495749.1	carbohydrate ABC transporter permease
AEP_02587	WP_087495750.1	sugar ABC transporter permease
AEP_02588	WP_087495751.1	extracellular solute-binding protein
AEP_02589	WP_087495752.1	LacI family transcriptional regulator
AEP_02590	WP_087495753.1	flavin reductase family protein
AEP_02591	WP_087495754.1	RidA family protein
AEP_02592	WP_087495755.1	DUF2894 domain-containing protein
AEP_02593	WP_087495756.1	OmpA family protein
AEP_02594	WP_087495757.1	hypothetical protein
AEP_02595	WP_087495758.1	DUF3348 family protein
AEP_02596	WP_157673164.1	hypothetical protein
none	WP_232459825.1	hypothetical protein
AEP_02598	WP_157673165.1	TniB family NTP-binding protein
AEP_02599	WP_157673166.1	DDE-type integrase/transposase/recombinase
AEP_02600	WP_157673167.1	TnsA endonuclease N-terminal domain-containing protein
AEP_02602	WP_087495764.1	helix-turn-helix domain-containing protein
AEP_02603	WP_087495765.1	ATP-binding protein
AEP_02604	WP_087495766.1	UvrD-helicase domain-containing protein
AEP_02605	WP_157673168.1	hypothetical protein
AEP_02606	WP_157673169.1	hypothetical protein
AEP_02607	WP_087495769.1	hypothetical protein
AEP_02608	WP_087495770.1	hypothetical protein
AEP_02609	WP_087495771.1	hypothetical protein
none	WP_257789653.1	hypothetical protein
AEP_02611	WP_087495772.1	fasciclin domain-containing protein
AEP_02612	WP_087495773.1	metalloregulator ArsR/SmtB family transcription factor
AEP_02613	WP_087495774.1	arsenate reductase ArsC
AEP_02614	WP_087495775.1	aquaporin family protein
AEP_02615	WP_087495776.1	arsenate reductase (glutaredoxin)
AEP_02616	WP_087495777.1	arsenical resistance protein ArsH
AEP_02617	WP_087495778.1	MFS transporter
AEP_02618	WP_087495779.1	phytochelatin synthase family protein
AEP_02619	WP_087495780.1	hypothetical protein
AEP_02620	WP_087495781.1	TolC family protein
AEP_02621	WP_157673170.1	efflux RND transporter periplasmic adaptor subunit
AEP_02622	WP_087495782.1	efflux RND transporter permease subunit
AEP_02623	WP_232460012.1	heavy metal translocating P-type ATPase
AEP_02624	WP_087495784.1	DUF411 domain-containing protein
AEP_02625	WP_232460013.1	copper-binding protein
AEP_02626	WP_087495786.1	cupredoxin family protein
AEP_02627	WP_157673249.1	copper oxidase
AEP_02628	WP_157673171.1	hypothetical protein
AEP_02629	WP_087497330.1	heavy metal response regulator transcription factor
AEP_02630	WP_087495789.1	heavy metal sensor histidine kinase
AEP_02631	WP_087495791.1	signal peptidase II
AEP_02632	WP_087495792.1	disulfide bond formation protein B
AEP_02633	WP_087495793.1	thioredoxin domain-containing protein
AEP_02634	WP_087495794.1	SCO family protein
AEP_02635	WP_232459826.1	L,D-transpeptidase family protein
AEP_02636	WP_087495796.1	DUF3703 domain-containing protein
AEP_02637	WP_087495797.1	copper chaperone PCu(A)C
AEP_02639	WP_087495798.1	flagellar motor stator protein MotA
AEP_02640	WP_087495799.1	hypothetical protein
none	WP_232460014.1	zinc ribbon domain-containing protein
none	WP_232460041.1	hypothetical protein
AEP_02642	WP_087495801.1	heavy metal translocating P-type ATPase
AEP_02643	WP_087495802.1	Cd(II)/Pb(II)-responsive transcriptional regulator
AEP_02644	WP_087495803.1	IS1182 family transposase
AEP_02645	WP_087497331.1	SOS response-associated peptidase family protein
none	WP_087495804.1	hypothetical protein
none	WP_087497332.1	hypothetical protein
AEP_02647	WP_157673172.1	type IV toxin-antitoxin system AbiEi family antitoxin
none	WP_232460015.1	DUF2384 domain-containing protein
none	none	HigA family addiction module antitoxin
AEP_02649	WP_157673174.1	hypothetical protein
AEP_02650	WP_087495807.1	hypothetical protein
AEP_02651	WP_087495808.1	hypothetical protein
AEP_02652	WP_087495809.1	DNA topoisomerase (ATP-hydrolyzing) subunit B
AEP_02653	WP_087495810.1	DNA polymerase III subunit beta
AEP_02654	WP_087495811.1	chromosomal replication initiator protein DnaA
AEP_02655	WP_006299042.1	50S ribosomal protein L34
none	WP_087495812.1	ribonuclease P protein component
AEP_02657	WP_087495813.1	membrane protein insertion efficiency factor YidD
AEP_02658	WP_087495814.1	membrane protein insertase YidC
AEP_02659	WP_087495815.1	tRNA uridine-5-carboxymethylaminomethyl(34) synthesis GTPase MnmE
AEP_02660	WP_087495816.1	hypothetical protein
AEP_02661	WP_087495817.1	adenine phosphoribosyltransferase
AEP_02662	WP_087495818.1	monovalent cation:proton antiporter family protein
AEP_02663	WP_087495819.1	KpsF/GutQ family sugar-phosphate isomerase
AEP_02664	WP_087495820.1	HAD hydrolase family protein
AEP_02665	WP_087497333.1	LPS export ABC transporter periplasmic protein LptC
AEP_02666	WP_087495821.1	SDR family oxidoreductase
AEP_02667	WP_087495822.1	RNA-binding protein
AEP_02668	WP_087495823.1	zf-HC2 domain-containing protein
AEP_02669	WP_087495824.1	sigma-70 family RNA polymerase sigma factor
AEP_02670	WP_087495825.1	DUF2282 domain-containing protein
AEP_02671	WP_087495826.1	DUF692 domain-containing protein
AEP_02672	WP_087495827.1	putative DNA-binding domain-containing protein
AEP_02673	WP_087495828.1	DoxX family protein
AEP_02674	WP_087495829.1	ammonium transporter
AEP_02675	WP_087497334.1	homoserine O-acetyltransferase
AEP_02676	WP_087495830.1	methionine biosynthesis protein MetW
AEP_02677	WP_198301824.1	M20/M25/M40 family metallo-hydrolase
AEP_02678	WP_087495831.1	alpha/beta hydrolase
AEP_02679	WP_198301825.1	EAL domain-containing protein
AEP_02680	WP_087495833.1	chalcone isomerase family protein
AEP_02681	WP_087495834.1	MFS transporter
AEP_02682	WP_087495835.1	16S rRNA (uracil(1498)-N(3))-methyltransferase
AEP_02683	WP_087495836.1	phosphotransferase
AEP_02684	WP_087495837.1	LPS assembly protein LptD
AEP_02685	WP_087495838.1	peptidylprolyl isomerase
AEP_02686	WP_087495839.1	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA
AEP_02687	WP_087495840.1	hypothetical protein
AEP_02688	WP_087495841.1	barstar family protein
AEP_02689	WP_232460016.1	ribonuclease
AEP_02690	WP_087495843.1	NADP-dependent malic enzyme
AEP_02691	WP_087495844.1	FAD-dependent oxidoreductase
AEP_02692	WP_087495845.1	rubredoxin
AEP_02693	WP_087495846.1	rubrerythrin family protein
AEP_02694	WP_198301826.1	ATP-binding protein
AEP_02695	WP_087495848.1	heme NO-binding domain-containing protein
AEP_02696	WP_087495849.1	multidrug effflux MFS transporter
AEP_02697	WP_087495850.1	esterase
AEP_02698	WP_087495851.1	aminopeptidase P N-terminal domain-containing protein
AEP_02699	WP_087495852.1	nucleotidyltransferase family protein
AEP_02700	WP_087495853.1	ParA family protein
AEP_02701	WP_232459828.1	PBP1A family penicillin-binding protein
AEP_02702	WP_232459829.1	PEP-CTERM sorting domain-containing protein
AEP_02703	WP_087497336.1	NADH:flavin oxidoreductase/NADH oxidase
AEP_02704	WP_087495856.1	transketolase
AEP_02705	WP_087495857.1	type I glyceraldehyde-3-phosphate dehydrogenase
AEP_02706	WP_087495858.1	Crp/Fnr family transcriptional regulator
AEP_02707	WP_087495859.1	DUF962 domain-containing protein
AEP_02708	WP_087495860.1	bile acid:sodium symporter family protein
AEP_02709	WP_087495861.1	EamA family transporter RarD
AEP_02710	WP_087495862.1	Wzy polymerase domain-containing protein
AEP_02711	WP_198301827.1	GNAT family N-acetyltransferase
AEP_02712	WP_087495864.1	5-carboxymethyl-2-hydroxymuconate Delta-isomerase
AEP_02713	WP_087495865.1	nuclear transport factor 2 family protein
AEP_02714	WP_087497337.1	DTW domain-containing protein
AEP_02715	WP_232459830.1	restriction endonuclease
AEP_02716	WP_087495866.1	serine protein kinase RIO
AEP_02717	WP_087495867.1	hypothetical protein
AEP_02718	WP_087495868.1	HAMP domain-containing histidine kinase
AEP_02719	WP_157673175.1	FAD-dependent oxidoreductase
AEP_02721	WP_087495870.1	homoserine dehydrogenase
AEP_02722	WP_087495871.1	MarR family winged helix-turn-helix transcriptional regulator
AEP_02723	WP_157673176.1	hypothetical protein
AEP_02724	WP_087497339.1	dienelactone hydrolase family protein
AEP_02725	WP_087495873.1	DUF3857 domain-containing protein
AEP_02726	WP_087495874.1	PLP-dependent aminotransferase family protein
AEP_02727	WP_087495875.1	pyridoxamine 5'-phosphate oxidase family protein
AEP_02728	WP_087495876.1	VOC family protein
AEP_02729	WP_087495877.1	hypothetical protein
AEP_02730	WP_087495878.1	helix-turn-helix transcriptional regulator
AEP_02731	WP_087495879.1	VOC family protein
AEP_02732	WP_087495880.1	DUF2130 domain-containing protein
AEP_02733	WP_087495881.1	hypothetical protein
AEP_02734	WP_087495882.1	hypothetical protein
AEP_02735	WP_087495883.1	hypothetical protein
AEP_02736	WP_198301828.1	NERD domain-containing protein
AEP_02737	WP_087495885.1	diguanylate cyclase
AEP_02738	WP_087495886.1	GntR family transcriptional regulator
AEP_02739	WP_087495887.1	N-acetylglucosamine-6-phosphate deacetylase
AEP_02740	WP_087497340.1	CsbD family protein
AEP_02741	WP_232459831.1	hypothetical protein
AEP_02742	WP_087495889.1	RNA-binding protein
AEP_02743	WP_087495890.1	hypothetical protein
AEP_02744	WP_087495891.1	ATP-binding protein
AEP_02745	WP_087495892.1	response regulator
AEP_02746	WP_087495893.1	ABC transporter substrate-binding protein
AEP_02747	WP_087495894.1	ABC transporter substrate-binding protein
AEP_02748	WP_087495895.1	sugar ABC transporter permease
AEP_02749	WP_087495896.1	carbohydrate ABC transporter permease
AEP_02750	WP_087495897.1	sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC
AEP_02751	WP_087495898.1	hypothetical protein
AEP_02752	WP_198301829.1	SIS domain-containing protein
AEP_02753	WP_087495899.1	D-hexose-6-phosphate mutarotase
AEP_02754	WP_087495900.1	TIGR00645 family protein
AEP_02755	WP_087495901.1	ABC transporter ATP-binding protein
AEP_02756	WP_087495902.1	hypothetical protein
AEP_02757	WP_087495903.1	cation diffusion facilitator family transporter
AEP_02758	WP_087495904.1	DNA topoisomerase III
AEP_02759	none	SET domain-containing protein-lysine N-methyltransferase
AEP_02760	WP_087495906.1	biotin--[acetyl-CoA-carboxylase] ligase
AEP_02761	WP_087495907.1	hypothetical protein
AEP_02762	WP_087495908.1	sensor histidine kinase
AEP_02763	WP_087495909.1	response regulator transcription factor
AEP_02764	WP_087495910.1	MarR family transcriptional regulator
AEP_02765	WP_087495911.1	recombinase RecA
AEP_02766	WP_087495912.1	recombination regulator RecX
AEP_02767	WP_087497342.1	N-acetyl-gamma-glutamyl-phosphate reductase
AEP_02768	WP_087495913.1	ADP-forming succinate--CoA ligase subunit beta
AEP_02769	WP_087495914.1	succinate--CoA ligase subunit alpha
AEP_02770	WP_087495915.1	TerC family protein
AEP_02771	WP_087495916.1	serine/threonine-protein kinase
AEP_02772	WP_087495917.1	Stp1/IreP family PP2C-type Ser/Thr phosphatase
AEP_02773	WP_087495918.1	FHA domain-containing protein
AEP_02774	WP_087495919.1	adenylate/guanylate cyclase domain-containing protein
AEP_02775	WP_087495920.1	3',5'-cyclic-nucleotide phosphodiesterase
AEP_02776	WP_087495921.1	ATPase, T2SS/T4P/T4SS family
AEP_02777	WP_087495922.1	pilin
AEP_02778	WP_087495923.1	Wzy polymerase domain-containing protein
AEP_02779	WP_087495924.1	M48 family metalloprotease
AEP_02780	WP_087495925.1	phage holin family protein
AEP_02781	WP_087495926.1	TerC family protein
AEP_02782	WP_087495927.1	DUF3717 domain-containing protein
AEP_02783	WP_087495928.1	YaeQ family protein
AEP_02784	WP_087495929.1	adenylosuccinate lyase
AEP_02785	WP_087495930.1	group II intron reverse transcriptase/maturase
